epoch,dense_4_accuracy,dense_4_loss,dense_9_accuracy,dense_9_loss,loss,val_dense_4_accuracy,val_dense_4_loss,val_dense_9_accuracy,val_dense_9_loss,val_loss
0,0.6873629093170166,239.348876953125,0.4275912344455719,237.05874633789062,476.4076232910156,0.7514762878417969,40.91843795776367,0.36139699816703796,70.0897445678711,111.00813293457031
1,0.746021032333374,42.23088836669922,0.548731803894043,25.305490493774414,67.5363998413086,0.7065969109535217,26.871496200561523,0.5812383890151978,13.351540565490723,40.22303009033203
2,0.6999606490135193,9.895538330078125,0.5340532064437866,14.959315299987793,24.854841232299805,0.5623418092727661,0.7053347229957581,0.4703897535800934,11.442298889160156,12.147638320922852
3,0.6539002060890198,0.6685221195220947,0.6055902242660522,3.9418747425079346,4.6103973388671875,0.6984983682632446,0.5910593867301941,0.6392778754234314,2.724672794342041,3.315734386444092
4,0.694111704826355,0.639997124671936,0.4753950834274292,22.586315155029297,23.226314544677734,0.8025982975959778,0.5221565961837769,0.5668972730636597,2.8969223499298096,3.4190804958343506
5,0.6243180632591248,0.7698601484298706,0.563860297203064,1.746812105178833,2.516671657562256,0.522355318069458,0.6960272789001465,0.4418761730194092,2.8939318656921387,3.589958429336548
6,0.5256734490394592,0.6911220550537109,0.5904617309570312,1.4041141271591187,2.0952353477478027,0.5215117335319519,0.6966578960418701,0.6890501379966736,0.9356369376182556,1.6322952508926392
7,0.5229739546775818,0.6919384002685547,0.4336651563644409,11.42258071899414,12.114521026611328,0.5215117335319519,0.6965692639350891,0.4261852502822876,1.4667344093322754,2.1633026599884033
8,0.5229739546775818,0.6920738816261292,0.4248355031013489,1.4496378898620605,2.1417133808135986,0.5215117335319519,0.6965992450714111,0.4261852502822876,1.4556429386138916,2.1522417068481445
9,0.5229739546775818,0.6920859813690186,0.4248355031013489,1.4484186172485352,2.140505075454712,0.5215117335319519,0.6965861320495605,0.4261852502822876,1.4519284963607788,2.1485137939453125
10,0.5229739546775818,0.6918995976448059,0.4248355031013489,1.4486162662506104,2.1405158042907715,0.5215117335319519,0.6965942978858948,0.4261852502822876,1.4517467021942139,2.148341178894043
11,0.5229739546775818,0.6920315027236938,0.4248355031013489,1.4484225511550903,2.140454053878784,0.5215117335319519,0.6965962648391724,0.4261852502822876,1.452652931213379,2.14924955368042
12,0.5229739546775818,0.6920435428619385,0.4248355031013489,1.4484583139419556,2.140503406524658,0.5215117335319519,0.696624755859375,0.4261852502822876,1.4526249170303345,2.149249792098999
13,0.5229739546775818,0.6920182704925537,0.4248355031013489,1.448516607284546,2.140536308288574,0.5215117335319519,0.6966613531112671,0.4261852502822876,1.451531171798706,2.1481921672821045
14,0.5229739546775818,0.6920363903045654,0.4248355031013489,1.4486432075500488,2.1406805515289307,0.5215117335319519,0.6966809630393982,0.4261852502822876,1.4514172077178955,2.148097515106201
15,0.5229739546775818,0.6920450329780579,0.4248355031013489,1.4481911659240723,2.14023494720459,0.5215117335319519,0.6967459321022034,0.4261852502822876,1.4523693323135376,2.149115562438965
16,0.5229739546775818,0.6919999122619629,0.4248355031013489,1.4482777118682861,2.1402781009674072,0.5215117335319519,0.6967577338218689,0.4261852502822876,1.4516384601593018,2.148395299911499
17,0.5229739546775818,0.6919225454330444,0.4248355031013489,1.4484055042266846,2.1403284072875977,0.5215117335319519,0.6971830725669861,0.4261852502822876,1.4524096250534058,2.149592638015747
18,0.5213992595672607,0.6919671893119812,0.4248355031013489,1.4482390880584717,2.140205144882202,0.5215117335319519,0.6967822313308716,0.4261852502822876,1.4527326822280884,2.149514675140381
19,0.5229739546775818,0.692014753818512,0.4248355031013489,1.4482403993606567,2.140254259109497,0.5215117335319519,0.6967833638191223,0.4261852502822876,1.4515999555587769,2.1483821868896484
20,0.5229739546775818,0.7087236046791077,0.4248355031013489,1.448207974433899,2.156930685043335,0.5215117335319519,0.6988503932952881,0.4261852502822876,1.4512985944747925,2.150148868560791
